Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Jaiswal Tour and Travels,A/C Sleeper (2+1),21:00,03:00,06h 00m,INR 899,22 Seats available,1.3,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly (Uttar Pradesh)
Blue Sky Tour and Travels,A/C Seater / Sleeper (2+1),22:15,04:45,06h 30m,INR 2199,3 Seats available, ,https://www.redbus.in/bus-tickets/delhi-to-bareilly,Delhi to Bareilly (Uttar Pradesh)
UPSRTC - BDV0108,Ordinary Non AC Seater 2+3,20:28,23:49,03h 21m,INR 224,52 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
UPSRTC - BDV0100,Ordinary Non AC Seater 2+3,20:30,23:50,03h 20m,INR 224,52 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
UPSRTC - MNP0146,Ordinary Non AC Seater 2+3,20:31,23:39,03h 08m,INR 280,52 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
UPSRTC - SKD0223,Ordinary Non AC Seater 2+3,21:55,01:20,03h 25m,INR 280,52 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
UPSRTC - MNP0120,Ordinary Non AC Seater 2+3,23:40,02:32,02h 52m,INR 280,52 Seats available,3.3,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,Aligarh (uttar pradesh) to Delhi
RAO SAHAB TRAVELS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),23:50,07:45,07h 55m,INR 3049,27 Seats available,"4.9
220",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
International Tourist Centre,VE A/C Seater / Sleeper (2+1),21:30,06:15,08h 45m,INR 989,17 Seats available,"4.6
1199",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:35,07:35,08h 00m,INR 1259,11 Seats available,"4.7
606",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
AdIntrCity SmartBus,A/C Seater / Sleeper (2+1),20:50,05:25,08h 35m,INR 1369,8 Seats available,"4.4
259",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:45,07:45,08h 00m,INR 1149,13 Seats available,"4.7
578",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
Fouji travels,VE A/C Seater / Sleeper (2+1),22:30,06:20,07h 50m,INR 899,11 Seats available,"4.5
1027",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
Fouji travels,A/C Seater / Sleeper (2+1),22:10,06:00,07h 50m,INR 1099,14 Seats available,"4.5
921",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
AdHare Rama Travels,A/C Seater/Sleeper (2+1),23:35,07:00,07h 25m,INR 999,26 Seats available,"4.1
271",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
Zingbus Plus,A/C Semi Sleeper / Sleeper (2+1),22:00,06:45,08h 45m,909,7 Seats available,"4.5
853",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:30,08:30,09h 00m,INR 1089,13 Seats available,"4.6
473",https://www.redbus.in/bus-tickets/lucknow-to-delhi,Lucknow to Delhi
UPSRTC - MZP0110,Ordinary Non AC Seater 2+3,20:02,01:13,05h 11m,INR 341,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Prayagraj(Uttar Pradesh)
UPSRTC - PYD0034,Volvo AC Seater 2+2,20:30,01:00,04h 30m,INR 708,38 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Prayagraj(Uttar Pradesh)
UPSRTC - RBL0018,Ordinary Non AC Seater 2+3,20:40,01:40,05h 00m,INR 341,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Prayagraj(Uttar Pradesh)
UPSRTC - RBL0022,Ordinary Non AC Seater 2+3,21:20,02:20,05h 00m,INR 341,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Prayagraj(Uttar Pradesh)
UPSRTC - CBG0022,Shatabdi AC Seater 2+2,21:30,02:30,05h 00m,INR 503,37 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Prayagraj(Uttar Pradesh)
UPSRTC - RBL0026,Ordinary Non AC Seater 2+3,22:00,03:00,05h 00m,INR 341,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Prayagraj(Uttar Pradesh)
UPSRTC - ALM0182,Volvo AC Seater 2+2,22:30,03:00,04h 30m,INR 708,39 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Prayagraj(Uttar Pradesh)
UPSRTC - RBL0030,Ordinary Non AC Seater 2+3,22:40,03:40,05h 00m,INR 341,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Prayagraj(Uttar Pradesh)
UPSRTC - AWD0201,Janrath AC Seater 2+3,23:00,04:15,05h 15m,INR 435,45 Seats available,"2.8
17",https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Prayagraj(Uttar Pradesh)
UPSRTC - RBL0034,Ordinary Non AC Seater 2+3,23:20,04:20,05h 00m,INR 341,52 Seats available,3.3,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Prayagraj(Uttar Pradesh)
ARORA TRAVELS,Volvo AC Seater (2+2),22:00,02:45,04h 45m,INR 703,24 Seats available,3.9,https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Prayagraj(Uttar Pradesh)
Goyal Travels,A/C Seater / Sleeper (2+1),23:49,03:55,04h 06m,INR 500,14 Seats available,"2.2
34",https://www.redbus.in/bus-tickets/lucknow-to-allahabad,Lucknow to Prayagraj(Uttar Pradesh)
KVS Holidays,Non A/C Seater / Sleeper (2+1),20:30,05:30,09h 00m,INR 799,30 Seats available,"1.5
12",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Chaturvedi Bus Service,Non A/C Seater / Sleeper (2+1),20:00,05:20,09h 20m,INR 400,32 Seats available,"1.5
5",https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Shivendra Travels,A/C Sleeper (2+1),20:00,05:30,09h 30m,INR 3500,1 Seat available, ,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
Chaturvedi Bus Service,A/C Seater/Sleeper (2+1),19:40,05:00,09h 20m,INR 400,47 Seats available,1.6,https://www.redbus.in/bus-tickets/farrukhabad-up-to-delhi,Farrukhabad (Uttar Pradesh) to Delhi
UPSRTC - ALM0060,Volvo AC Seater 2+2,20:30,01:00,04h 30m,INR 708,37 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Prayagraj(Uttar Pradesh) to Lucknow
UPSRTC - LDR0098,Janrath AC Seater 2+3,22:01,02:50,04h 49m,INR 435,47 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Prayagraj(Uttar Pradesh) to Lucknow
UPSRTC - CBG0031,Janrath AC Seater 2+2,22:02,04:45,06h 43m,INR 503,36 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Prayagraj(Uttar Pradesh) to Lucknow
UPSRTC - ALM0181,Volvo AC Seater 2+2,22:45,03:15,04h 30m,INR 708,39 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Prayagraj(Uttar Pradesh) to Lucknow
UPSRTC - LDR0100,Janrath AC Seater 2+3,23:01,04:00,04h 59m,INR 435,48 Seats available,3.3,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Prayagraj(Uttar Pradesh) to Lucknow
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:30,23:45,04h 15m,INR 449,2 Seats available,"3.0
15",https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Prayagraj(Uttar Pradesh) to Lucknow
ARORA TRAVELS,Volvo AC Seater (2+2),21:01,01:41,04h 40m,INR 703,25 Seats available,2.2,https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Prayagraj(Uttar Pradesh) to Lucknow
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:15,01:30,04h 15m,INR 499,2 Seats available,"2.8
15",https://www.redbus.in/bus-tickets/allahabad-to-lucknow,Prayagraj(Uttar Pradesh) to Lucknow
UPSRTC - STD0072,Janrath AC Seater 2+2,20:30,05:45,09h 15m,INR 1005,16 Seats available,"2.7
46",https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - SBD0118,Pink Express AC Seater 2+2,22:40,07:00,08h 20m,INR 1005,38 Seats available,"1.5
6",https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
UPSRTC - SBD0114,Pink Express AC Seater 2+2,23:30,08:00,08h 30m,INR 1005,40 Seats available,3.3,https://www.redbus.in/bus-tickets/sitapur-to-delhi,Sitapur (Uttar Pradesh) to Delhi
Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),22:00,03:45,05h 45m,INR 649,2 Seats available,"4.2
11",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
Samay Shatabdi Travels Pvt Ltd,AC Sleeper (2+1),21:30,03:44,06h 14m,INR 649,2 Seats available,"4.0
50",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
FlixBus,A/C Sleeper (2+1),19:15,01:10,05h 55m,INR 1203.57,3 Seats available,4.4,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
RAO SAHAB TRAVELS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),21:05,01:35,04h 30m,INR 1699,18 Seats available,4.3,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),19:55,00:50,04h 55m,INR 1299,1 Seat available,4.1,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),19:15,23:40,04h 25m,1424,12 Seats available,"3.9
9",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
Gola Bus Service,VE A/C Seater / Sleeper (2+1),19:40,00:59,05h 19m,INR 1399,20 Seats available,3.0,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
Gola Bus Service,VE A/C Seater / Sleeper (2+1),21:00,02:00,05h 00m,INR 1499,27 Seats available,3.0,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
Panwar tour and Travels,A/C Seater / Sleeper (2+2),19:30,02:00,06h 30m,1170,52 Seats available,1.5,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
Gola Bus Service,VE A/C Seater (2+2),19:10,00:50,05h 40m,INR 1188,7 Seats available,3.0,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
Gola Bus Service,Bharat Benz A/C Seater /Sleeper (2+1),20:40,01:40,05h 00m,INR 1398,24 Seats available,"3.0
5",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
Safar Express,A/C Seater / Sleeper (2+2),20:10,00:00,03h 50m,INR 1899,24 Seats available,3.8,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
Here Bus,A/C Seater / Sleeper (2+2),19:30,00:55,05h 25m,1438,48 Seats available,4.0,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
Shobha Bus Service,A/C Sleeper (2+1),20:30,01:00,04h 30m,INR 599,20 Seats available,New,https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
Samay Shatabdi Travels Pvt Ltd,NON A/C Sleeper (2+1),20:30,02:15,05h 45m,INR 549,9 Seats available,"2.6
6",https://www.redbus.in/bus-tickets/gorakhpur-to-lucknow,Gorakhpur (uttar pradesh) to Lucknow
RSRTC - 192993,A/C Seater / Sleeper (2+1),23:30,04:20,04h 50m,INR 891,25 Seats available,"3.4
19",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),23:25,04:45,05h 20m,INR 540,24 Seats available,"4.5
8",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),20:30,01:30,05h 00m,INR 550,4 Seats available,"4.8
13",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:30,04:00,04h 30m,INR 499,9 Seats available,"4.3
46",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
RS YADAV SMART BUS,VE A/C Seater / Sleeper (2+1),23:50,04:10,04h 20m,INR 499,19 Seats available,"5.0
5",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:20,02:40,04h 20m,INR 729,8 Seats available,4.1,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
Vaishali Expresso Pvt. Ltd.,A/C Seater / Sleeper (2+2),21:35,01:50,04h 15m,539,8 Seats available,4.2,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
Khajuraho Travels,A/C Seater / Sleeper (2+1),21:56,02:36,04h 40m,536,15 Seats available,3.6,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
Laxmi holidays,VE A/C Seater / Sleeper (2+2),23:30,04:30,05h 00m,INR 409,19 Seats available,"4.5
4",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
E Bus India,A/C Seater/Sleeper (2+1),22:00,02:00,04h 00m,629,2 Seats available,4.1,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:30,02:50,04h 20m,INR 509,3 Seats available,"4.1
6",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:55,03:00,05h 05m,INR 550,9 Seats available,"4.8
6",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
KARNI KRIPA TOURS & TRAVELS,Bharat Benz A/C Seater /Sleeper (2+1),22:15,03:10,04h 55m,INR 700,7 Seats available,4.2,https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
RS YADAV SMART BUS,VE A/C Seater / Sleeper (2+1),22:40,01:55,03h 15m,INR 799,1 Seat available,"4.8
11",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),22:15,01:30,03h 15m,INR 899,9 Seats available,"4.4
7",https://www.redbus.in/bus-tickets/agra-to-lucknow,Agra to Lucknow
RSRTC - 177797,A/C Seater / Sleeper (2+1),21:00,02:30,05h 30m,INR 891,27 Seats available,3.6,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:30,04:30,05h 00m,INR 1039,13 Seats available,"4.8
45",https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),22:30,02:25,03h 55m,INR 914,7 Seats available,"4.5
10",https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Gola Bus Service,VE A/C Seater / Sleeper (2+1),23:59,04:55,04h 56m,INR 1399,2 Seats available,"4.8
6",https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Sethi Yatra Company,A/C Seater / Sleeper (2+1),20:00,00:30,04h 30m,950,6 Seats available,"4.6
45",https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:45,04:45,05h 00m,INR 1089,13 Seats available,"4.2
19",https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:50,03:40,04h 50m,INR 1229,13 Seats available,"4.8
16",https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00,03:45,04h 45m,INR 1289,10 Seats available,"4.9
59",https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
RAO SAHAB TRAVELS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),23:50,04:11,04h 21m,INR 3049,27 Seats available,4.3,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:35,04:25,04h 50m,INR 1259,11 Seats available,4.5,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:40,03:30,04h 50m,INR 1149,9 Seats available,4.5,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
SHREE SHAKTI TRAVELS AND CARGO,Bharat Benz A/C Seater /Sleeper (2+1),21:30,02:30,05h 00m,INR 899,10 Seats available,4.3,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:30,03:00,04h 30m,INR 921,12 Seats available,4.7,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:00,03:00,05h 00m,INR 921,7 Seats available,4.7,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),22:10,03:00,04h 50m,INR 1279,7 Seats available,4.5,https://www.redbus.in/bus-tickets/lucknow-to-agra,Lucknow to Agra
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),19:10,23:20,04h 10m,584,30 Seats available,"3.3
14",https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:00,01:00,04h 00m,539,36 Seats available,3.8,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),21:40,01:30,03h 50m,494,38 Seats available,3.8,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Rinku Travels,A/C Seater / Sleeper (2+1),21:45,02:00,04h 15m,360,39 Seats available,3.7,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Vijay Tour and Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:20,01:50,03h 30m,719,25 Seats available,3.8,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),Bharat Benz A/C Seater /Sleeper (2+1),22:30,03:00,04h 30m,INR 599,9 Seats available,"3.0
6",https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Fasttrack Travels,VE A/C Seater / Sleeper (2+2),23:55,04:30,04h 35m,404,20 Seats available,3.0,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Fasttrack Travels,A/C Seater/Sleeper (2+1),23:58,04:40,04h 42m,539,48 Seats available,3.0,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
India Tours & Travels (GetBookCab),A/C Seater / Sleeper (2+2),23:55,03:17,03h 22m,337,3 Seats available,"4.8
10",https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:30,03:30,04h 00m,INR 549,17 Seats available,"2.8
6",https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Smart Airbus,Scania Multi-Axle AC Semi Sleeper (2+2),23:55,05:00,05h 05m,679,42 Seats available,1.8,https://www.redbus.in/bus-tickets/moradabad-to-delhi,Moradabad to Delhi
Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,04:45,06h 15m,INR 399,15 Seats available,"4.0
414",https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
PTC-SKYBUS,A/C Seater/Sleeper (2+1),22:30,05:30,07h 00m,INR 399,7 Seats available,"4.7
441",https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
Yolo Bus,A/C Seater / Sleeper (2+1),22:00,05:38,07h 38m,INR 399,24 Seats available,"4.1
188",https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
Raj Kalpana Travels Pvt.Ltd,Bharat Benz A/C Seater /Sleeper (2+1),20:00,01:45,05h 45m,INR 2499,2 Seats available,"4.2
57",https://www.redbus.in/bus-tickets/varanasi-to-lucknow,Varanasi to Lucknow
KVS Holidays,Non A/C Seater / Sleeper (2+1),21:30,06:30,09h 00m,INR 799,30 Seats available,"1.6
20",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,21:00,06:00,09h 00m,INR 600,44 Seats available,"2.2
24",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
Abhay Travels (I.R.T.C),Non A/C Seater / Sleeper (2+1),20:30,06:00,09h 30m,INR 1300,30 Seats available,"1.0
2",https://www.redbus.in/bus-tickets/delhi-to-farrukhabad-up,Delhi to Farrukhabad (Uttar Pradesh)
