Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
BARBIE TRAVELS,NON A/C Hi-Tech Push Back (2+2),07:55,12:30,04h 35m,INR 240,40 Seats available,2.8,https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,North Lakhimpur to Dibrugarh
BARBIE TRAVELS,A/C Seater Push Back (2+2),10:20,13:40,03h 20m,INR 280,40 Seats available,"2.8
7",https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,North Lakhimpur to Dibrugarh
Air Bus Travels,NON AC Seater / Sleeper 2+1,21:00,03:00,06h 00m,INR 400,46 Seats available,"3.9
7",https://www.redbus.in/bus-tickets/north-lakhimpur-to-dibrugarh,North Lakhimpur to Dibrugarh
Assam State Transport Corporation (ASTC) - 170878,Bharat Benz A/C Seater (2+2),07:00,10:35,03h 35m,INR 333,32 Seats available,"4.4
44",https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Sparrow Travels (Under ASTC),A/C Seater Push Back (2+2),10:40,16:00,05h 20m,INR 420,40 Seats available,3.2,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Sparrow Travels (Under ASTC),Non AC Seater (2+2),12:30,18:45,06h 15m,INR 350,40 Seats available,3.2,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Mahadev K.P.,Tata A/C Seater (2+2),05:00,10:15,05h 15m,INR 460,41 Seats available,1.8,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Tuk Tuk(Dhon Dhon),NON A/C Seater (2+2),05:30,09:30,04h 00m,271,41 Seats available,New,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Mahadev K.P.,Tata A/C Seater (2+2),05:20,10:30,05h 10m,INR 460,41 Seats available,"1.8
3",https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Tuk Tuk(Dhon Dhon),NON A/C Seater (2+2),06:10,10:40,04h 30m,271,41 Seats available,New,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Tuk Tuk(Dhon Dhon),NON A/C Seater (2+2),06:40,11:10,04h 30m,271,41 Seats available,New,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Aziba Travels,NON A/C Seater (2+1),05:35,09:45,04h 10m,396,35 Seats available,4.1,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Tuk Tuk(Dhon Dhon),NON A/C Seater (2+2),06:50,10:20,03h 30m,271,41 Seats available,New,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Tuk Tuk(Dhon Dhon),NON A/C Seater (2+2),07:00,11:00,04h 00m,271,41 Seats available,New,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Pranjit Travels (Under ASTC),NON A/C (2+1),07:15,11:30,04h 15m,405,37 Seats available,"3.5
5",https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Debarath,A/C Seater Hi-Tech Push Back (2+2),10:00,15:45,05h 45m,INR 460,40 Seats available,"1.5
3",https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
B.M. Travels (Swastidut) - Under ASTC,Non AC Seater (2+2),10:30,16:20,05h 50m,INR 320,41 Seats available,"1.7
2",https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Pranjit Travels (Under ASTC),Non AC Seater (2+1),06:30,10:30,04h 00m,405,28 Seats available,3.6,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Mayur Travels (Under ASTC),Non AC Seater (2+2),12:15,18:00,05h 45m,INR 350,43 Seats available,2.8,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Pranjit Travels (Under ASTC),Non AC Seater (2+1),05:45,10:55,05h 10m,450,37 Seats available,3.6,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Chartered Bus - ASTC,A/C Seater Push Back (2+2),07:45,11:30,03h 45m,INR 550.23,39 Seats available,"4.9
8",https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Laxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:50,00:45,03h 55m,450,45 Seats available,4.0,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Ruma Travels (Under ASTC),Non AC Seater (2+2),08:30,15:30,07h 00m,INR 350,41 Seats available,1.2,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
DESTINY TRAVELS,NON AC Seater / Sleeper 2+1,18:30,23:00,04h 30m,364,35 Seats available,2.2,https://www.redbus.in/bus-tickets/north-lakhimpur-to-tezpur,North Lakhimpur to Tezpur
Assam State Transport Corporation (ASTC) - 166134,Bharat Benz A/C Seater (2+2),10:30,15:30,05h 00m,INR 207,35 Seats available,"3.8
135",https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Aroti Travels (Under ASTC),Non AC Seater (2+2),06:45,10:00,03h 15m,INR 275,37 Seats available,"4.2
66",https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
NETWORK TRAVELS,A/C Seater Push Back (2+1),07:15,10:45,03h 30m,400,33 Seats available,"4.0
31",https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Aniruddha Travels,AC Seater (2+2),07:30,11:10,03h 40m,570,44 Seats available,"3.3
6",https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
SHIVAM TRAVELS,Bharat Benz A/C Seater (2+1),07:30,11:15,03h 45m,INR 450,24 Seats available,"4.7
13",https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Atlanta Travels,Volvo A/C Seater (2+2),07:45,11:00,03h 15m,495,45 Seats available,New,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Christina Travels,NON A/C Seater (2+2),07:45,11:45,04h 00m,580,45 Seats available,3.2,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Maa Laxmi,NON A/C Seater Push Back (2+1),17:00,21:30,04h 30m,350,36 Seats available,"5.0
4",https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Trishul Transport Service,A/C Seater / Sleeper (2+1),19:15,22:55,03h 40m,450,50 Seats available,"4.3
8",https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Baikuntha Transport Service,Bharat Benz A/C Seater /Sleeper (2+1),19:30,23:15,03h 45m,400,40 Seats available,"3.3
30",https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Chartered Bus - ASTC,A/C Seater Push Back (2+2),08:00,11:00,03h 00m,INR 541.16,21 Seats available,"4.7
90",https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Ankur Travels (Under ASTC),NON A/C Push Back (2+2),14:45,19:30,04h 45m,INR 250,37 Seats available,3.0,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Purple Wings Coaches,A/C Seater / Sleeper (2+1),20:00,00:20,04h 20m,585,44 Seats available,4.0,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Murugan RC Travels,NON A/C Seater (2+1),18:55,23:00,04h 05m,543,34 Seats available,2.5,https://www.redbus.in/bus-tickets/dibrugarh-to-jorhat,Dibrugarh to Jorhat
Assam State Transport Corporation (ASTC) - 173043,Non AC Seater (2+2),07:30,09:30,02h 00m,INR 150,32 Seats available,"3.0
21",https://www.redbus.in/bus-tickets/sibsagar-to-dhemaji,Sibsagar (Assam) to Dhemaji
Kanchan Travels,AC Seater (2+2),04:15,08:30,04h 15m,400,31 Seats available,"3.6
11",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Mahi Travels(Under ASTC),A/C Seater (2+2),04:30,08:55,04h 25m,447,38 Seats available,"4.4
130",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Orient Transline,A/C Seater (2+1),04:40,09:00,04h 20m,INR 476.19,37 Seats available,"4.5
79",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Mahi Travels(Under ASTC),Bharat Benz A/C Seater (2+2),05:00,09:40,04h 40m,409,35 Seats available,"3.6
72",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Orient Transline,A/C Seater (2+1),05:30,10:10,04h 40m,INR 476.19,30 Seats available,"4.4
32",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Orient Transline,A/C Seater (2+1),06:10,11:00,04h 50m,INR 476.19,34 Seats available,"4.5
108",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Mahi Travels(Under ASTC),A/C Seater (2+2),06:30,11:40,05h 10m,477,42 Seats available,"4.3
99",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Aziba Travels,NON A/C Seater (2+1),08:45,14:10,05h 25m,446,35 Seats available,"3.9
15",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),20:00,03:00,07h 00m,INR 450,27 Seats available,"2.8
16",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
DESTINY TRAVELS,NON AC Seater / Sleeper 2+1,21:30,04:15,06h 45m,399,35 Seats available,"1.2
4",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
RAYAN TRAVELS,Non A/C Seater / Sleeper (2+1),00:00,06:00,06h 00m,INR 500,47 Seats available,"4.0
13",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Pranjit Travels (Under ASTC),A/C Seater / Sleeper (2+1),00:45,06:00,05h 15m,495,49 Seats available,"3.0
9",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Pranjit Travels (Under ASTC),Non AC Seater (2+1),00:15,06:30,06h 15m,450,27 Seats available,"3.8
15",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Pranjit Travels (Under ASTC),Bharat Benz A/C Seater (2+1),00:30,06:15,05h 45m,549,26 Seats available,"3.8
6",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Pranjit Travels (Under ASTC),Non AC Seater (2+1),09:00,15:00,06h 00m,450,37 Seats available,"3.2
35",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
Pranjit Travels (Under ASTC),NON A/C Seater (2+1),09:45,15:45,06h 00m,450,27 Seats available,"3.6
14",https://www.redbus.in/bus-tickets/biswanath-charali-to-guwahati,Biswanath Charali to Guwahati
